1, 9.99504, 210.269
2, 9.99504, 128.256
3, 9.99504, 85.7931
4, 9.99504, 69.1225
5, 9.99504, 58.9187
6, 9.99504, 55.1913
7, 9.99504, 48.8452
8, 9.99504, 45.1391
9, 9.99504, 43.0159
10, 9.99504, 40.8228
11, 9.99504, 38.6163
12, 9.99504, 37.5084
13, 9.99504, 36.0527
14, 9.99504, 35.3215
15, 9.99504, 34.3286
16, 9.99504, 33.5615
17, 9.99504, 33.8538
18, 9.99504, 34.2493
19, 9.99504, 32.9605
20, 9.99504, 32.3178
21, 9.99504, 34.1661
22, 9.99504, 35.8182
23, 9.99504, 33.6951
24, 9.99504, 35.3748
25, 9.99504, 34.6008
26, 9.99504, 36.6112
27, 9.99504, 35.1301
28, 9.99504, 35.9698
29, 9.99504, 35.2069
30, 9.99504, 33.8431
31, 9.99504, 34.6425
32, 9.99504, 34.0972
33, 9.99504, 34.7342
34, 9.99504, 32.8283
35, 9.99504, 34.9888
36, 9.99504, 34.8485
37, 9.99504, 58.9868
38, 9.99504, 78.9827
39, 9.99504, 81.8296
40, 9.99504, 88.3558
41, 9.99504, 94.6249
42, 9.99504, 95.663
43, 9.99504, 106.793
44, 9.99504, 129.937
45, 9.99504, 125.514
46, 9.99504, 118.655
47, 9.99504, 128.688
48, 9.99504, 148.082
49, 9.99504, 144.765
50, 9.99504, 136.313
51, 9.99504, 144.26
52, 9.99504, 158.503
53, 9.99504, 154.085
54, 9.99504, 162.603
55, 9.99504, 141.255
56, 9.99504, 155.639
57, 9.99504, 143.36
58, 9.99504, 140.212
59, 9.99504, 142.01
60, 9.99504, 141.08
61, 9.99504, 132.592
62, 9.99504, 145.04
63, 9.99504, 132.335
64, 9.99504, 139.592
65, 9.99504, 132.085
