1, 9.99504, 217.288
2, 9.99504, 136.545
3, 9.99504, 85.6914
4, 9.99504, 68.5423
5, 9.99504, 58.7057
6, 9.99504, 53.3274
7, 9.99504, 48.5611
8, 9.99504, 45.0097
9, 9.99504, 42.0184
10, 9.99504, 40.3114
11, 9.99504, 38.7249
12, 9.99504, 36.956
13, 9.99504, 36.0476
14, 9.99504, 35.226
15, 9.99504, 33.9301
16, 9.99504, 33.2691
17, 9.99504, 33.9191
18, 9.99504, 36.452
19, 9.99504, 35.8434
20, 9.99504, 34.8539
21, 9.99504, 35.7215
22, 9.99504, 34.2019
23, 9.99504, 36.4542
24, 9.99504, 34.6104
25, 9.99504, 35.7951
26, 9.99504, 36.4512
27, 9.99504, 34.6159
28, 9.99504, 33.7127
29, 9.99504, 34.5807
30, 9.99504, 37.1334
31, 9.99504, 35.6158
32, 9.99504, 35.2256
33, 9.99504, 34.9656
34, 9.99504, 34.3016
35, 9.99504, 36.7175
36, 9.99504, 36.3453
37, 9.99504, 37.2524
38, 9.99504, 50.7644
39, 9.99504, 79.3835
40, 9.99504, 102.587
41, 9.99504, 82.7495
42, 9.99504, 101.625
43, 9.99504, 110.158
44, 9.99504, 116.313
45, 9.99504, 121.083
46, 9.99504, 131.549
47, 9.99504, 131.818
48, 9.99504, 134.915
49, 9.99504, 139.719
50, 9.99504, 145.156
51, 9.99504, 153.59
52, 9.99504, 156.656
53, 9.99504, 136.213
54, 9.99504, 138.284
55, 9.99504, 142.757
56, 9.99504, 147.213
57, 9.99504, 142.887
58, 9.99504, 139.763
59, 9.99504, 136.535
60, 9.99504, 146.063
61, 9.99504, 145.138
62, 9.99504, 135.271
63, 9.99504, 132.878
64, 9.99504, 131.327
65, 9.99504, 136.675
