1, 9.99722, 9917.54
2, 9.99722, 5930.62
3, 9.99722, 2261.4
4, 9.99722, 1766.77
5, 9.99722, 1676.34
6, 9.99722, 1377.42
7, 9.99722, 1225.72
8, 9.99722, 1182.47
9, 9.99722, 1065.16
10, 9.99722, 1000.98
11, 9.99722, 912.985
12, 9.99722, 863.057
13, 9.99722, 804.211
14, 9.99722, 785.454
15, 9.99722, 760.787
16, 9.99722, 721.725
17, 9.99722, 715.645
18, 9.99722, 710.414
19, 9.99722, 687.349
20, 9.99722, 651.197
21, 9.99722, 645.843
22, 9.99722, 632.749
23, 9.99722, 619.837
24, 9.99722, 605.918
25, 9.99722, 601.844
26, 9.99722, 585.466
